Housing type,Energy performance,Heating energy,Occupancy status,Income owner,Income tenant,Stock buildings
Multi-family,G,Wood fuel,Privately rented,D3,D1,4.838542983880681
Multi-family,G,Wood fuel,Privately rented,D4,D1,4.748888698774855
Multi-family,G,Wood fuel,Privately rented,D5,D1,5.982003057621568
Multi-family,G,Wood fuel,Privately rented,D6,D1,6.965702556486912
Multi-family,G,Wood fuel,Privately rented,D7,D1,9.478322516853215
Multi-family,G,Wood fuel,Privately rented,D8,D1,12.410898695846225
Multi-family,G,Wood fuel,Privately rented,D9,D1,18.928644774030204
Single-family,G,Oil fuel,Privately rented,D1,D1,352.8976413782681
Single-family,G,Oil fuel,Privately rented,D10,D1,1038.3526952774912
Single-family,G,Oil fuel,Privately rented,D2,D1,278.0495088941303
Single-family,G,Oil fuel,Privately rented,D3,D1,350.80328305117547
Single-family,G,Oil fuel,Privately rented,D4,D1,303.5195084299109
Single-family,G,Oil fuel,Privately rented,D5,D1,343.5986179561928
Single-family,G,Oil fuel,Privately rented,D6,D1,398.5323557619597
Single-family,G,Oil fuel,Privately rented,D7,D1,404.82724658396427
Single-family,G,Oil fuel,Privately rented,D8,D1,536.264606089892
Single-family,G,Oil fuel,Privately rented,D9,D1,619.577643538545
Single-family,G,Wood fuel,Privately rented,D1,D1,147.38429537325658
Single-family,G,Wood fuel,Privately rented,D10,D1,433.6579857680485
Single-family,G,Wood fuel,Privately rented,D2,D1,116.12469493190852
Single-family,G,Wood fuel,Privately rented,D3,D1,146.50960682308065
Single-family,G,Wood fuel,Privately rented,D4,D1,126.76199451848876
Single-family,G,Wood fuel,Privately rented,D5,D1,143.50064795252217
Single-family,G,Wood fuel,Privately rented,D6,D1,166.44319357878703
Single-family,G,Wood fuel,Privately rented,D7,D1,169.07219400120204
Single-family,G,Wood fuel,Privately rented,D8,D1,223.96573916870315
Single-family,G,Wood fuel,Privately rented,D9,D1,258.76062550406874
Multi-family,G,Oil fuel,Privately rented,D1,D2,41.29453739413552
Multi-family,G,Oil fuel,Privately rented,D10,D2,260.1082643351158
Multi-family,G,Oil fuel,Privately rented,D2,D2,32.78823423468966
Multi-family,G,Oil fuel,Privately rented,D3,D2,32.8467598520943
Multi-family,G,Oil fuel,Privately rented,D4,D2,26.832373569727327
Multi-family,G,Oil fuel,Privately rented,D5,D2,43.233908162394556
Multi-family,G,Oil fuel,Privately rented,D6,D2,52.42678050761934
Multi-family,G,Oil fuel,Privately rented,D7,D2,64.60119219013826
Multi-family,G,Oil fuel,Privately rented,D8,D2,96.93922575790661
Multi-family,G,Oil fuel,Privately rented,D9,D2,145.61247251896683
Multi-family,G,Wood fuel,Privately rented,D1,D2,3.6147226744079903
Multi-family,G,Wood fuel,Privately rented,D10,D2,22.768610577208605
Multi-family,G,Wood fuel,Privately rented,D2,D2,2.870122326609834
Multi-family,G,Wood fuel,Privately rented,D3,D2,2.875245374102705
Multi-family,G,Wood fuel,Privately rented,D4,D2,2.348775292599679
Multi-family,G,Wood fuel,Privately rented,D5,D2,3.7844857455667813
Multi-family,G,Wood fuel,Privately rented,D6,D2,4.589185015885798
Multi-family,G,Wood fuel,Privately rented,D7,D2,5.65487371791321
Multi-family,G,Wood fuel,Privately rented,D8,D2,8.485587670887039
Multi-family,G,Wood fuel,Privately rented,D9,D2,12.7462066245515
Single-family,G,Oil fuel,Privately rented,D1,D2,319.05740509936857
Single-family,G,Oil fuel,Privately rented,D10,D2,1082.129116870562
Single-family,G,Oil fuel,Privately rented,D2,D2,293.11545766900184
Single-family,G,Oil fuel,Privately rented,D3,D2,223.0710850230073
Single-family,G,Oil fuel,Privately rented,D4,D2,314.3083195448144
Single-family,G,Oil fuel,Privately rented,D5,D2,358.9167219225169
Single-family,G,Oil fuel,Privately rented,D6,D2,390.93839015135916
Single-family,G,Oil fuel,Privately rented,D7,D2,482.821198417077
Single-family,G,Oil fuel,Privately rented,D8,D2,595.7284644324616
Single-family,G,Oil fuel,Privately rented,D9,D2,802.1551805482837
Single-family,G,Wood fuel,Privately rented,D1,D2,133.25124716202177
Single-family,G,Wood fuel,Privately rented,D10,D2,451.94078591728936
Single-family,G,Wood fuel,Privately rented,D2,D2,122.41684309034265
Single-family,G,Wood fuel,Privately rented,D3,D2,93.16348660155245
Single-family,G,Wood fuel,Privately rented,D4,D2,131.26783739653962
Single-family,G,Wood fuel,Privately rented,D5,D2,149.89810629402183
Single-family,G,Wood fuel,Privately rented,D6,D2,163.27164710362257
Single-family,G,Wood fuel,Privately rented,D7,D2,201.64561554463918
Single-family,G,Wood fuel,Privately rented,D8,D2,248.80024593323168
Single-family,G,Wood fuel,Privately rented,D9,D2,335.012372435756
Multi-family,G,Oil fuel,Privately rented,D1,D3,30.143567572305763
Multi-family,G,Oil fuel,Privately rented,D10,D3,254.20855349234617
Multi-family,G,Oil fuel,Privately rented,D2,D3,23.37186577184345
Multi-family,G,Oil fuel,Privately rented,D3,D3,28.189483332085445
Multi-family,G,Oil fuel,Privately rented,D4,D3,31.379691638947822
Multi-family,G,Oil fuel,Privately rented,D5,D3,35.83146000070366
Multi-family,G,Oil fuel,Privately rented,D6,D3,48.17240403311747
Multi-family,G,Oil fuel,Privately rented,D7,D3,68.94794776239458
Multi-family,G,Oil fuel,Privately rented,D8,D3,83.37691264408352
Multi-family,G,Oil fuel,Privately rented,D9,D3,145.01409686933926
Multi-family,G,Wood fuel,Privately rented,D1,D3,2.638621088091841
Multi-family,G,Wood fuel,Privately rented,D10,D3,22.252178625150016
Multi-family,G,Wood fuel,Privately rented,D2,D3,2.045859294713892
Multi-family,G,Wood fuel,Privately rented,D3,D3,2.4675700712609605
Multi-family,G,Wood fuel,Privately rented,D4,D3,2.7468253682227775
Multi-family,G,Wood fuel,Privately rented,D5,D3,3.1365114878385945
Multi-family,G,Wood fuel,Privately rented,D6,D3,4.216777620663741
Multi-family,G,Wood fuel,Privately rented,D7,D3,6.035367529411279
Multi-family,G,Wood fuel,Privately rented,D8,D3,7.298408837472638
Multi-family,G,Wood fuel,Privately rented,D9,D3,12.693827734630107
Single-family,G,Oil fuel,Privately rented,D1,D3,247.08781729040038
Single-family,G,Oil fuel,Privately rented,D10,D3,1371.2714358207968
Single-family,G,Oil fuel,Privately rented,D2,D3,307.7453541445629
Single-family,G,Oil fuel,Privately rented,D3,D3,353.59754722029203
Single-family,G,Oil fuel,Privately rented,D4,D3,261.64025704102994
Single-family,G,Oil fuel,Privately rented,D5,D3,360.287077757304
Single-family,G,Oil fuel,Privately rented,D6,D3,380.95602001803593
Single-family,G,Oil fuel,Privately rented,D7,D3,562.2204932293847
Single-family,G,Oil fuel,Privately rented,D8,D3,675.3138958572675
Single-family,G,Oil fuel,Privately rented,D9,D3,847.6861738195846
Single-family,G,Wood fuel,Privately rented,D1,D3,103.19384313375642
Single-family,G,Wood fuel,Privately rented,D10,D3,572.6982859522387
Single-family,G,Wood fuel,Privately rented,D2,D3,128.52687821274526
Single-family,G,Wood fuel,Privately rented,D3,D3,147.67660429589898
Single-family,G,Wood fuel,Privately rented,D4,D3,109.2715292022482
Single-family,G,Wood fuel,Privately rented,D5,D3,150.47042218803554
Single-family,G,Wood fuel,Privately rented,D6,D3,159.1026065214616
Single-family,G,Wood fuel,Privately rented,D7,D3,234.80596502541667
Single-family,G,Wood fuel,Privately rented,D8,D3,282.03833357448275
Single-family,G,Wood fuel,Privately rented,D9,D3,354.0279525193366
Multi-family,G,Oil fuel,Privately rented,D1,D4,26.532839462961906
Multi-family,G,Oil fuel,Privately rented,D10,D4,243.20312464503098
Multi-family,G,Oil fuel,Privately rented,D2,D4,21.282951300348568
Multi-family,G,Oil fuel,Privately rented,D3,D4,22.57887741347279
Multi-family,G,Oil fuel,Privately rented,D4,D4,28.285146433836946
Multi-family,G,Oil fuel,Privately rented,D5,D4,33.691423128453174
Multi-family,G,Oil fuel,Privately rented,D6,D4,40.85657823818356
Multi-family,G,Oil fuel,Privately rented,D7,D4,57.04371256284734
Multi-family,G,Oil fuel,Privately rented,D8,D4,83.78910504601289
Multi-family,G,Oil fuel,Privately rented,D9,D4,124.54144314659034
Multi-family,G,Wood fuel,Privately rented,D1,D4,2.3225555358035352
Multi-family,G,Wood fuel,Privately rented,D10,D4,21.288816986871346
Multi-family,G,Wood fuel,Privately rented,D2,D4,1.8630058961410365
Multi-family,G,Wood fuel,Privately rented,D3,D4,1.9764449561493174
Multi-family,G,Wood fuel,Privately rented,D4,D4,2.475943953251813
Multi-family,G,Wood fuel,Privately rented,D5,D4,2.9491830833002357
Multi-family,G,Wood fuel,Privately rented,D6,D4,3.5763858630187686
Multi-family,G,Wood fuel,Privately rented,D7,D4,4.99332876078228
Multi-family,G,Wood fuel,Privately rented,D8,D4,7.334490152714213
Multi-family,G,Wood fuel,Privately rented,D9,D4,10.901751341798706
Single-family,G,Oil fuel,Privately rented,D1,D4,178.36728583330867
Single-family,G,Oil fuel,Privately rented,D10,D4,1162.6009897257088
Single-family,G,Oil fuel,Privately rented,D2,D4,225.19275971132814
Single-family,G,Oil fuel,Privately rented,D3,D4,318.00278251494564
Single-family,G,Oil fuel,Privately rented,D4,D4,284.3217320642084
Single-family,G,Oil fuel,Privately rented,D5,D4,285.5683708298503
Single-family,G,Oil fuel,Privately rented,D6,D4,394.79762184132545
Single-family,G,Oil fuel,Privately rented,D7,D4,440.653786099742
Single-family,G,Oil fuel,Privately rented,D8,D4,566.0122632675971
Single-family,G,Oil fuel,Privately rented,D9,D4,783.4308581328978
Single-family,G,Wood fuel,Privately rented,D1,D4,74.49337614587223
Single-family,G,Wood fuel,Privately rented,D10,D4,485.5490872700579
Single-family,G,Wood fuel,Privately rented,D2,D4,94.04958356646318
Single-family,G,Wood fuel,Privately rented,D3,D4,132.8107942140144
Single-family,G,Wood fuel,Privately rented,D4,D4,118.74422842818055
Single-family,G,Wood fuel,Privately rented,D5,D4,119.2648750818151
Single-family,G,Wood fuel,Privately rented,D6,D4,164.883417987345
Single-family,G,Wood fuel,Privately rented,D7,D4,184.03480259663652
Single-family,G,Wood fuel,Privately rented,D8,D4,236.3895612011143
Single-family,G,Wood fuel,Privately rented,D9,D4,327.19233982019296
Multi-family,G,Oil fuel,Privately rented,D1,D5,20.503707274433964
Multi-family,G,Oil fuel,Privately rented,D10,D5,224.42040815329432
Multi-family,G,Oil fuel,Privately rented,D2,D5,18.933312922608685
Multi-family,G,Oil fuel,Privately rented,D3,D5,15.567652806774861
Multi-family,G,Oil fuel,Privately rented,D4,D5,25.7778496347717
Multi-family,G,Oil fuel,Privately rented,D5,D5,36.74771475956991
Multi-family,G,Oil fuel,Privately rented,D6,D5,34.43199797305404
Multi-family,G,Oil fuel,Privately rented,D7,D5,52.310572255215845
Multi-family,G,Oil fuel,Privately rented,D8,D5,74.96533258564672
Multi-family,G,Oil fuel,Privately rented,D9,D5,117.80431833243023
Multi-family,G,Wood fuel,Privately rented,D1,D5,1.7947946694965529
Multi-family,G,Wood fuel,Privately rented,D10,D5,19.644669468238543
Multi-family,G,Wood fuel,Privately rented,D2,D5,1.6573299966967256
Multi-family,G,Wood fuel,Privately rented,D3,D5,1.3627165029327077
Multi-family,G,Wood fuel,Privately rented,D4,D5,2.256467403495408
Multi-family,G,Wood fuel,Privately rented,D5,D5,3.216715966721518
Multi-family,G,Wood fuel,Privately rented,D6,D5,3.014009398154536
Multi-family,G,Wood fuel,Privately rented,D7,D5,4.57901271147403
Multi-family,G,Wood fuel,Privately rented,D8,D5,6.562100088578706
Multi-family,G,Wood fuel,Privately rented,D9,D5,10.312016249391066
Single-family,G,Oil fuel,Privately rented,D1,D5,145.71078571615746
Single-family,G,Oil fuel,Privately rented,D10,D5,932.2722312187633
Single-family,G,Oil fuel,Privately rented,D2,D5,133.38405316119764
Single-family,G,Oil fuel,Privately rented,D3,D5,203.56576784035994
Single-family,G,Oil fuel,Privately rented,D4,D5,252.52698358021087
Single-family,G,Oil fuel,Privately rented,D5,D5,331.2224407261734
Single-family,G,Oil fuel,Privately rented,D6,D5,317.37069392333603
Single-family,G,Oil fuel,Privately rented,D7,D5,352.2399971996765
Single-family,G,Oil fuel,Privately rented,D8,D5,482.381805094781
Single-family,G,Oil fuel,Privately rented,D9,D5,622.9431229351917
Single-family,G,Wood fuel,Privately rented,D1,D5,60.854703922603015
Single-family,G,Wood fuel,Privately rented,D10,D5,389.35450335569334
Single-family,G,Wood fuel,Privately rented,D2,D5,55.70656299207195
Single-family,G,Wood fuel,Privately rented,D3,D5,85.01727905601969
Single-family,G,Wood fuel,Privately rented,D4,D5,105.4654584608263
Single-family,G,Wood fuel,Privately rented,D5,D5,138.3318569304655
Single-family,G,Wood fuel,Privately rented,D6,D5,132.54680851174672
Single-family,G,Wood fuel,Privately rented,D7,D5,147.10963662663107
Single-family,G,Wood fuel,Privately rented,D8,D5,201.46210716258994
Single-family,G,Wood fuel,Privately rented,D9,D5,260.1661855059173
Multi-family,G,Oil fuel,Privately rented,D1,D6,19.068567662995065
Multi-family,G,Oil fuel,Privately rented,D10,D6,209.38336317021282
Multi-family,G,Oil fuel,Privately rented,D2,D6,11.54127511793852
Multi-family,G,Oil fuel,Privately rented,D3,D6,13.558968066829026
Multi-family,G,Oil fuel,Privately rented,D4,D6,18.768968624681268
Multi-family,G,Oil fuel,Privately rented,D5,D6,27.60647668415934
Multi-family,G,Oil fuel,Privately rented,D6,D6,34.834718456880985
Multi-family,G,Oil fuel,Privately rented,D7,D6,44.442912838709994
Multi-family,G,Oil fuel,Privately rented,D8,D6,63.74974567520892
Multi-family,G,Oil fuel,Privately rented,D9,D6,106.5602978801863
Multi-family,G,Wood fuel,Privately rented,D1,D6,1.6691695378987357
Multi-family,G,Wood fuel,Privately rented,D10,D6,18.32839978981476
Multi-family,G,Wood fuel,Privately rented,D2,D6,1.0102670109174734
Multi-family,G,Wood fuel,Privately rented,D3,D6,1.1868860242929185
Multi-family,G,Wood fuel,Privately rented,D4,D6,1.6429440973111022
Multi-family,G,Wood fuel,Privately rented,D5,D6,2.416536508892288
Multi-family,G,Wood fuel,Privately rented,D6,D6,3.0492615878193265
Multi-family,G,Wood fuel,Privately rented,D7,D6,3.8903161263561628
Multi-family,G,Wood fuel,Privately rented,D8,D6,5.580342237049645
Multi-family,G,Wood fuel,Privately rented,D9,D6,9.327769464100635
Single-family,G,Oil fuel,Privately rented,D1,D6,104.90009614943521
Single-family,G,Oil fuel,Privately rented,D10,D6,851.2389458329186
Single-family,G,Oil fuel,Privately rented,D2,D6,116.59185805903037
Single-family,G,Oil fuel,Privately rented,D3,D6,152.25681736711036
Single-family,G,Oil fuel,Privately rented,D4,D6,213.58628181130197
Single-family,G,Oil fuel,Privately rented,D5,D6,227.1117844466241
Single-family,G,Oil fuel,Privately rented,D6,D6,265.1925576900385
Single-family,G,Oil fuel,Privately rented,D7,D6,331.85124028570175
Single-family,G,Oil fuel,Privately rented,D8,D6,418.86630125107405
Single-family,G,Oil fuel,Privately rented,D9,D6,585.0570169783097
Single-family,G,Wood fuel,Privately rented,D1,D6,43.810513142532606
Single-family,G,Wood fuel,Privately rented,D10,D6,355.51173347565583
Single-family,G,Wood fuel,Privately rented,D2,D6,48.69346470884953
Single-family,G,Wood fuel,Privately rented,D3,D6,63.58859088936965
Single-family,G,Wood fuel,Privately rented,D4,D6,89.2022500439729
Single-family,G,Wood fuel,Privately rented,D5,D6,94.85104573354035
Single-family,G,Wood fuel,Privately rented,D6,D6,110.75511329780437
Single-family,G,Wood fuel,Privately rented,D7,D6,138.5944690002151
Single-family,G,Wood fuel,Privately rented,D8,D6,174.93546974239837
Single-family,G,Wood fuel,Privately rented,D9,D6,244.3434188558383
Multi-family,G,Oil fuel,Privately rented,D1,D7,14.20443446417241
Multi-family,G,Oil fuel,Privately rented,D10,D7,238.1473875215177
Multi-family,G,Oil fuel,Privately rented,D2,D7,10.050055820340502
Multi-family,G,Oil fuel,Privately rented,D3,D7,13.602726789612591
Multi-family,G,Oil fuel,Privately rented,D4,D7,17.21525372733824
Multi-family,G,Oil fuel,Privately rented,D5,D7,26.232018076386844
Multi-family,G,Oil fuel,Privately rented,D6,D7,35.65681082560633
Multi-family,G,Oil fuel,Privately rented,D7,D7,50.62266594582295
Multi-family,G,Oil fuel,Privately rented,D8,D7,65.47392711391672
Multi-family,G,Oil fuel,Privately rented,D9,D7,115.61716354201624
Multi-family,G,Wood fuel,Privately rented,D1,D7,1.243387008909274
Multi-family,G,Wood fuel,Privately rented,D10,D7,20.846262383540083
Multi-family,G,Wood fuel,Privately rented,D2,D7,0.8797329367348716
Multi-family,G,Wood fuel,Privately rented,D3,D7,1.1907164497542617
Multi-family,G,Wood fuel,Privately rented,D4,D7,1.5069394627177404
Multi-family,G,Wood fuel,Privately rented,D5,D7,2.2962230968026773
Multi-family,G,Wood fuel,Privately rented,D6,D7,3.121223549696427
Multi-family,G,Wood fuel,Privately rented,D7,D7,4.431261614262193
Multi-family,G,Wood fuel,Privately rented,D8,D7,5.731268682400153
Multi-family,G,Wood fuel,Privately rented,D9,D7,10.120563371789094
Single-family,G,Oil fuel,Privately rented,D1,D7,107.2738337025406
Single-family,G,Oil fuel,Privately rented,D10,D7,910.1974233859409
Single-family,G,Oil fuel,Privately rented,D2,D7,93.37698385581015
Single-family,G,Oil fuel,Privately rented,D3,D7,118.29858071797494
Single-family,G,Oil fuel,Privately rented,D4,D7,158.6325974597253
Single-family,G,Oil fuel,Privately rented,D5,D7,227.51419823185847
Single-family,G,Oil fuel,Privately rented,D6,D7,276.71883208886624
Single-family,G,Oil fuel,Privately rented,D7,D7,327.1348182455567
Single-family,G,Oil fuel,Privately rented,D8,D7,395.48340762947373
Single-family,G,Oil fuel,Privately rented,D9,D7,559.4430278163641
Single-family,G,Wood fuel,Privately rented,D1,D7,44.80188173116671
Single-family,G,Wood fuel,Privately rented,D10,D7,380.13517282904587
Single-family,G,Wood fuel,Privately rented,D2,D7,38.99799646129354
Single-family,G,Wood fuel,Privately rented,D3,D7,49.406260961903804
Single-family,G,Wood fuel,Privately rented,D4,D7,66.25137393528308
Single-family,G,Wood fuel,Privately rented,D5,D7,95.01910996869255
Single-family,G,Wood fuel,Privately rented,D6,D7,115.56895060177523
Single-family,G,Wood fuel,Privately rented,D7,D7,136.6247008364076
Single-family,G,Wood fuel,Privately rented,D8,D7,165.16982980570822
Single-family,G,Wood fuel,Privately rented,D9,D7,233.6459833910173
Multi-family,G,Oil fuel,Privately rented,D1,D8,17.68453429205526
Multi-family,G,Oil fuel,Privately rented,D10,D8,232.62975258001308
Multi-family,G,Oil fuel,Privately rented,D2,D8,8.174147266630602
Multi-family,G,Oil fuel,Privately rented,D3,D8,11.301299409658164
Multi-family,G,Oil fuel,Privately rented,D4,D8,14.023274313249468
Multi-family,G,Oil fuel,Privately rented,D5,D8,14.990578592647832
Multi-family,G,Oil fuel,Privately rented,D6,D8,23.104079552897637
